state,date,year,month,index
Madhya Pradesh,2022-07-01,2022,July,175.4
Madhya Pradesh,2022-08-01,2022,August,176.3
Madhya Pradesh,2022-09-01,2022,September,177.1
Madhya Pradesh,2022-10-01,2022,October,177.9
Madhya Pradesh,2022-11-01,2022,November,178.2
Madhya Pradesh,2022-12-01,2022,December,176.8
Madhya Pradesh,2023-01-01,2023,January,178.3
Madhya Pradesh,2023-02-01,2023,February,178.8
Madhya Pradesh,2023-03-01,2023,March,176.4
Madhya Pradesh,2023-04-01,2023,April,177.0
Madhya Pradesh,2023-05-01,2023,May,177.8
Madhya Pradesh,2023-06-01,2023,June,179.9
Madhya Pradesh,2023-07-01,2023,July,187.3
Madhya Pradesh,2023-08-01,2023,August,187.0
Madhya Pradesh,2023-09-01,2023,September,183.6
Madhya Pradesh,2023-10-01,2023,October,185.0
Madhya Pradesh,2023-11-01,2023,November,186.9
Madhya Pradesh,2023-12-01,2023,December,185.8
Madhya Pradesh,2024-01-01,2024,January,185.4
Madhya Pradesh,2024-02-01,2024,February,185.7
Madhya Pradesh,2024-03-01,2024,March,185.8
Madhya Pradesh,2024-04-01,2024,April,186.4
Madhya Pradesh,2024-05-01,2024,May,186.2
Madhya Pradesh,2024-06-01,2024,June,188.8
Madhya Pradesh,2024-07-01,2024,July,193.0
Madhya Pradesh,2024-08-01,2024,August,193.0
Madhya Pradesh,2024-09-01,2024,September,194.6
Madhya Pradesh,2024-10-01,2024,October,198.0
Madhya Pradesh,2024-11-01,2024,November,198.2
Madhya Pradesh,2024-12-01,2024,December,196.4
Madhya Pradesh,2025-01-01,2025,January,193.6
Madhya Pradesh,2025-02-01,2025,February,191.9
Madhya Pradesh,2025-03-01,2025,March,191.6
Madhya Pradesh,2025-04-01,2025,April,191.3
Madhya Pradesh,2025-05-01,2025,May,191.9
Madhya Pradesh,2025-06-01,2025,June,192.3
Madhya Pradesh,2025-07-01,2025,July,194.5
Madhya Pradesh,2025-08-01,2025,August,195.4
Madhya Pradesh,2025-09-01,2025,September,194.8
Madhya Pradesh,2025-10-01,2025,October,194.8
Madhya Pradesh,2025-11-01,2025,November,196.1
Madhya Pradesh,2025-12-01,2025,December,195.9
Maharashtra,2011-01-01,2011,January,90.2
Maharashtra,2011-02-01,2011,February,89.0
Maharashtra,2011-03-01,2011,March,89.1
Maharashtra,2011-04-01,2011,April,90.2
Maharashtra,2011-05-01,2011,May,91.2
Maharashtra,2011-06-01,2011,June,91.7
Maharashtra,2011-07-01,2011,July,92.6
Maharashtra,2011-08-01,2011,August,92.8
Maharashtra,2011-09-01,2011,September,94.1
Maharashtra,2011-10-01,2011,October,95.2
Maharashtra,2011-11-01,2011,November,95.8
Maharashtra,2011-12-01,2011,December,95.5
Maharashtra,2012-01-01,2012,January,95.7
Maharashtra,2012-02-01,2012,February,95.9
Maharashtra,2012-03-01,2012,March,96.7
Maharashtra,2012-04-01,2012,April,98.0
Maharashtra,2012-05-01,2012,May,98.9
Maharashtra,2012-06-01,2012,June,99.8
Maharashtra,2012-07-01,2012,July,100.9
Maharashtra,2012-08-01,2012,August,101.7
Maharashtra,2012-09-01,2012,September,102.5
Maharashtra,2012-10-01,2012,October,103.2
Maharashtra,2012-11-01,2012,November,103.7
Maharashtra,2012-12-01,2012,December,104.2
Maharashtra,2013-01-01,2013,January,104.2
Maharashtra,2013-02-01,2013,February,104.8
Maharashtra,2013-03-01,2013,March,105.7
Maharashtra,2013-04-01,2013,April,106.2
Maharashtra,2013-05-01,2013,May,107.1
Maharashtra,2013-06-01,2013,June,109.0
Maharashtra,2013-07-01,2013,July,110.2
Maharashtra,2013-08-01,2013,August,111.6
Maharashtra,2013-09-01,2013,September,112.1
Maharashtra,2013-10-01,2013,October,112.9
Maharashtra,2013-11-01,2013,November,113.5
Maharashtra,2013-12-01,2013,December,112.1
Maharashtra,2014-01-01,2014,January,111.5
Maharashtra,2014-02-01,2014,February,111.9
Maharashtra,2014-03-01,2014,March,112.4
Maharashtra,2014-04-01,2014,April,113.3
Maharashtra,2014-05-01,2014,May,114.0
Maharashtra,2014-06-01,2014,June,115.1
Maharashtra,2014-07-01,2014,July,117.5
Maharashtra,2014-08-01,2014,August,118.1
Maharashtra,2014-09-01,2014,September,117.5
Maharashtra,2014-10-01,2014,October,117.5
Maharashtra,2014-11-01,2014,November,117.6
Maharashtra,2014-12-01,2014,December,117.6
Maharashtra,2015-01-01,2015,January,117.6
Maharashtra,2015-02-01,2015,February,118.0
Maharashtra,2015-03-01,2015,March,118.4
Maharashtra,2015-04-01,2015,April,119.0
Maharashtra,2015-05-01,2015,May,119.7
Maharashtra,2015-06-01,2015,June,121.0
Maharashtra,2015-07-01,2015,July,121.0
Maharashtra,2015-08-01,2015,August,121.9
Maharashtra,2015-09-01,2015,September,122.2
Maharashtra,2015-10-01,2015,October,123.0
Maharashtra,2015-11-01,2015,November,123.7
Maharashtra,2015-12-01,2015,December,123.5
Maharashtra,2016-01-01,2016,January,123.4
Maharashtra,2016-02-01,2016,February,122.9
Maharashtra,2016-03-01,2016,March,123.0
Maharashtra,2016-04-01,2016,April,124.5
Maharashtra,2016-05-01,2016,May,125.3
Maharashtra,2016-06-01,2016,June,127.5
Maharashtra,2016-07-01,2016,July,128.3
Maharashtra,2016-08-01,2016,August,127.7
Maharashtra,2016-09-01,2016,September,127.3
Maharashtra,2016-10-01,2016,October,128.3
Maharashtra,2016-11-01,2016,November,128.1
Maharashtra,2016-12-01,2016,December,127.7
Maharashtra,2017-01-01,2017,January,127.4
Maharashtra,2017-02-01,2017,February,127.8
Maharashtra,2017-03-01,2017,March,128.2
Maharashtra,2017-04-01,2017,April,128.7
Maharashtra,2017-05-01,2017,May,129.3
Maharashtra,2017-06-01,2017,June,130.2
Maharashtra,2017-07-01,2017,July,131.6
Maharashtra,2017-08-01,2017,August,132.9
Maharashtra,2017-09-01,2017,September,132.8
Maharashtra,2017-10-01,2017,October,133.9
Maharashtra,2017-11-01,2017,November,134.9
Maharashtra,2017-12-01,2017,December,134.2
Maharashtra,2018-01-01,2018,January,134.0
Maharashtra,2018-02-01,2018,February,134.0
Maharashtra,2018-03-01,2018,March,133.8
Maharashtra,2018-04-01,2018,April,134.8
Maharashtra,2018-05-01,2018,May,135.3
Maharashtra,2018-06-01,2018,June,136.1
Maharashtra,2018-07-01,2018,July,136.6
Maharashtra,2018-08-01,2018,August,137.2
Maharashtra,2018-09-01,2018,September,137.0
Maharashtra,2018-10-01,2018,October,137.8
Maharashtra,2018-11-01,2018,November,137.4
Maharashtra,2018-12-01,2018,December,137.1
Maharashtra,2019-01-01,2019,January,136.5
Maharashtra,2019-02-01,2019,February,137.0
Maharashtra,2019-03-01,2019,March,137.4
Maharashtra,2019-04-01,2019,April,138.4
Maharashtra,2019-05-01,2019,May,138.9
Maharashtra,2019-06-01,2019,June,140.0
Maharashtra,2019-07-01,2019,July,141.1
Maharashtra,2019-08-01,2019,August,142.1
Maharashtra,2019-09-01,2019,September,142.6
Maharashtra,2019-10-01,2019,October,144.0
Maharashtra,2019-11-01,2019,November,145.1
Maharashtra,2019-12-01,2019,December,146.1
Maharashtra,2020-01-01,2020,January,145.5
Maharashtra,2020-02-01,2020,February,144.9
Maharashtra,2020-03-01,2020,March,144.4
Maharashtra,2020-06-01,2020,June,148.8
Maharashtra,2020-07-01,2020,July,150.9
Maharashtra,2020-08-01,2020,August,151.6
Maharashtra,2020-09-01,2020,September,152.4
Maharashtra,2020-10-01,2020,October,154.0
Maharashtra,2020-11-01,2020,November,154.3
Maharashtra,2020-12-01,2020,December,153.2
Maharashtra,2021-01-01,2021,January,153.1
Maharashtra,2021-02-01,2021,February,153.2
Maharashtra,2021-03-01,2021,March,153.6
Maharashtra,2021-04-01,2021,April,154.9
Maharashtra,2021-05-01,2021,May,156.1
Maharashtra,2021-06-01,2021,June,158.1
Maharashtra,2021-07-01,2021,July,158.8
Maharashtra,2021-08-01,2021,August,159.0
Maharashtra,2021-09-01,2021,September,159.4
Maharashtra,2021-10-01,2021,October,162.0
Maharashtra,2021-11-01,2021,November,162.6
Maharashtra,2021-12-01,2021,December,163.0
Maharashtra,2022-01-01,2022,January,163.0
Maharashtra,2022-02-01,2022,February,163.7
Maharashtra,2022-03-01,2022,March,165.3
Maharashtra,2022-04-01,2022,April,168.4
Maharashtra,2022-05-01,2022,May,169.4
Maharashtra,2022-06-01,2022,June,170.7
Maharashtra,2022-07-01,2022,July,171.0
Maharashtra,2022-08-01,2022,August,171.7
Maharashtra,2022-09-01,2022,September,172.2
Maharashtra,2022-10-01,2022,October,173.7
Maharashtra,2022-11-01,2022,November,173.5
Maharashtra,2022-12-01,2022,December,172.7
Maharashtra,2023-01-01,2023,January,173.6
Maharashtra,2023-02-01,2023,February,174.8
Maharashtra,2023-03-01,2023,March,175.0
Maharashtra,2023-04-01,2023,April,176.0
Maharashtra,2023-05-01,2023,May,176.7
Maharashtra,2023-06-01,2023,June,178.9
Maharashtra,2023-07-01,2023,July,182.4
Maharashtra,2023-08-01,2023,August,182.2
Maharashtra,2023-09-01,2023,September,180.7
Maharashtra,2023-10-01,2023,October,182.1
Maharashtra,2023-11-01,2023,November,183.0
Maharashtra,2023-12-01,2023,December,183.2
Maharashtra,2024-01-01,2024,January,182.9
Maharashtra,2024-02-01,2024,February,183.0
Maharashtra,2024-03-01,2024,March,181.4
Maharashtra,2024-04-01,2024,April,182.7
Maharashtra,2024-05-01,2024,May,183.9
Maharashtra,2024-06-01,2024,June,186.9
Maharashtra,2024-07-01,2024,July,188.4
Maharashtra,2024-08-01,2024,August,188.3
Maharashtra,2024-09-01,2024,September,189.8
Maharashtra,2024-10-01,2024,October,191.9
Maharashtra,2024-11-01,2024,November,191.9
Maharashtra,2024-12-01,2024,December,190.9
Maharashtra,2025-01-01,2025,January,189.1
Maharashtra,2025-02-01,2025,February,188.6
Maharashtra,2025-03-01,2025,March,188.4
Maharashtra,2025-04-01,2025,April,189.3
Maharashtra,2025-05-01,2025,May,189.9
Maharashtra,2025-06-01,2025,June,191.6
Maharashtra,2025-07-01,2025,July,192.8
Maharashtra,2025-08-01,2025,August,192.8
Maharashtra,2025-09-01,2025,September,192.7
Maharashtra,2025-10-01,2025,October,193.6
Maharashtra,2025-11-01,2025,November,193.9
Maharashtra,2025-12-01,2025,December,194.0
Manipur,2011-01-01,2011,January,92.9
Manipur,2011-02-01,2011,February,92.7
Manipur,2011-03-01,2011,March,92.7
Manipur,2011-04-01,2011,April,92.4
Manipur,2011-05-01,2011,May,92.6
Manipur,2011-06-01,2011,June,93.0
Manipur,2011-07-01,2011,July,93.2
Manipur,2011-08-01,2011,August,97.0
Manipur,2011-09-01,2011,September,100.5
Manipur,2011-10-01,2011,October,102.0
Manipur,2011-11-01,2011,November,100.9
Manipur,2011-12-01,2011,December,99.1
Manipur,2012-01-01,2012,January,99.5
Manipur,2012-02-01,2012,February,99.3
Manipur,2012-03-01,2012,March,98.6
Manipur,2012-04-01,2012,April,98.2
Manipur,2012-05-01,2012,May,98.0
Manipur,2012-06-01,2012,June,99.4
Manipur,2012-07-01,2012,July,100.2
Manipur,2012-08-01,2012,August,100.2
Manipur,2012-09-01,2012,September,100.4
Manipur,2012-10-01,2012,October,101.6
Manipur,2012-11-01,2012,November,101.7
Manipur,2012-12-01,2012,December,101.7
Manipur,2013-01-01,2013,January,102.2
Manipur,2013-02-01,2013,February,102.5
Manipur,2013-03-01,2013,March,102.6
Manipur,2013-04-01,2013,April,103.4
Manipur,2013-05-01,2013,May,103.9
Manipur,2013-06-01,2013,June,104.3
Manipur,2013-07-01,2013,July,104.9
Manipur,2013-08-01,2013,August,105.6
Manipur,2013-09-01,2013,September,106.2
Manipur,2013-10-01,2013,October,107.3
Manipur,2013-11-01,2013,November,108.6
Manipur,2013-12-01,2013,December,108.0
Manipur,2014-01-01,2014,January,107.8
Manipur,2014-02-01,2014,February,107.7
Manipur,2014-03-01,2014,March,107.8
Manipur,2014-04-01,2014,April,108.9
Manipur,2014-05-01,2014,May,109.6
Manipur,2014-06-01,2014,June,109.5
Manipur,2014-07-01,2014,July,110.0
Manipur,2014-08-01,2014,August,110.8
Manipur,2014-09-01,2014,September,111.2
Manipur,2014-10-01,2014,October,111.7
Manipur,2014-11-01,2014,November,111.5
Manipur,2014-12-01,2014,December,110.5
Manipur,2015-01-01,2015,January,111.9
Manipur,2015-02-01,2015,February,114.3
Manipur,2015-03-01,2015,March,114.8
Manipur,2015-04-01,2015,April,115.2
Manipur,2015-05-01,2015,May,116.1
Manipur,2015-06-01,2015,June,116.5
Manipur,2015-07-01,2015,July,116.8
Manipur,2015-08-01,2015,August,117.1
Manipur,2015-09-01,2015,September,117.3
Manipur,2015-10-01,2015,October,117.3
Manipur,2015-11-01,2015,November,117.5
Manipur,2015-12-01,2015,December,117.2
Manipur,2016-01-01,2016,January,117.2
Manipur,2016-02-01,2016,February,117.0
Manipur,2016-03-01,2016,March,117.1
Manipur,2016-04-01,2016,April,117.5
Manipur,2016-05-01,2016,May,120.8
Manipur,2016-06-01,2016,June,121.1
Manipur,2016-07-01,2016,July,122.5
Manipur,2016-08-01,2016,August,124.7
Manipur,2016-09-01,2016,September,126.1
Manipur,2016-10-01,2016,October,128.4
Manipur,2016-11-01,2016,November,131.6
Manipur,2016-12-01,2016,December,135.8
Manipur,2017-01-01,2017,January,138.4
Manipur,2017-02-01,2017,February,138.7
Manipur,2017-03-01,2017,March,138.6
Manipur,2017-04-01,2017,April,138.3
Manipur,2017-05-01,2017,May,138.4
Manipur,2017-06-01,2017,June,138.3
Manipur,2017-07-01,2017,July,139.1
Manipur,2017-08-01,2017,August,141.0
Manipur,2017-09-01,2017,September,143.2
Manipur,2017-10-01,2017,October,144.8
Manipur,2017-11-01,2017,November,146.4
Manipur,2017-12-01,2017,December,149.2
Manipur,2018-01-01,2018,January,152.0
Manipur,2018-02-01,2018,February,151.5
Manipur,2018-03-01,2018,March,153.5
Manipur,2018-04-01,2018,April,155.5
Manipur,2018-05-01,2018,May,155.3
Manipur,2018-06-01,2018,June,155.3
Manipur,2018-07-01,2018,July,155.4
Manipur,2018-08-01,2018,August,155.8
Manipur,2018-09-01,2018,September,157.2
Manipur,2018-10-01,2018,October,157.3
Manipur,2018-11-01,2018,November,158.3
Manipur,2018-12-01,2018,December,158.0
Manipur,2019-01-01,2019,January,158.2
Manipur,2019-02-01,2019,February,159.6
Manipur,2019-03-01,2019,March,161.4
Manipur,2019-04-01,2019,April,163.7
Manipur,2019-05-01,2019,May,164.8
Manipur,2019-06-01,2019,June,165.6
Manipur,2019-07-01,2019,July,166.0
Manipur,2019-08-01,2019,August,166.7
Manipur,2019-09-01,2019,September,168.4
Manipur,2019-10-01,2019,October,169.9
Manipur,2019-11-01,2019,November,170.8
Manipur,2019-12-01,2019,December,172.0
Manipur,2020-01-01,2020,January,171.8
Manipur,2020-02-01,2020,February,169.7
Manipur,2020-03-01,2020,March,169.0
Manipur,2020-07-01,2020,July,178.5
Manipur,2020-08-01,2020,August,180.6
Manipur,2020-09-01,2020,September,180.0
Manipur,2020-10-01,2020,October,179.8
Manipur,2020-11-01,2020,November,181.9
Manipur,2020-12-01,2020,December,180.5
Manipur,2021-01-01,2021,January,178.5
Manipur,2021-02-01,2021,February,176.4
Manipur,2021-03-01,2021,March,178.3
Manipur,2021-04-01,2021,April,179.2
Manipur,2021-05-01,2021,May,183.4
Manipur,2021-06-01,2021,June,182.4
Manipur,2021-07-01,2021,July,184.0
Manipur,2021-08-01,2021,August,184.6
Manipur,2021-09-01,2021,September,182.4
Manipur,2021-10-01,2021,October,182.2
Manipur,2021-11-01,2021,November,182.7
Manipur,2021-12-01,2021,December,182.4
Manipur,2022-01-01,2022,January,180.0
Manipur,2022-02-01,2022,February,178.7
Manipur,2022-03-01,2022,March,180.2
Manipur,2022-04-01,2022,April,183.4
Manipur,2022-05-01,2022,May,183.9
Manipur,2022-06-01,2022,June,183.4
Manipur,2022-07-01,2022,July,186.0
Manipur,2022-08-01,2022,August,187.2
Manipur,2022-09-01,2022,September,185.0
Manipur,2022-10-01,2022,October,183.5
Manipur,2022-11-01,2022,November,183.2
Manipur,2022-12-01,2022,December,182.0
Manipur,2023-01-01,2023,January,183.0
Manipur,2023-02-01,2023,February,185.3
Manipur,2023-03-01,2023,March,187.3
Manipur,2023-04-01,2023,April,190.8
Manipur,2023-05-01,2023,May,201.3
Manipur,2023-06-01,2023,June,201.9
Manipur,2023-07-01,2023,July,203.7
Manipur,2023-08-01,2023,August,202.8
Manipur,2023-09-01,2023,September,203.1
Manipur,2023-10-01,2023,October,202.3
Manipur,2023-11-01,2023,November,204.5
Manipur,2023-12-01,2023,December,205.4
Manipur,2024-01-01,2024,January,205.1
Manipur,2024-02-01,2024,February,205.5
Manipur,2024-03-01,2024,March,207.1
Manipur,2024-04-01,2024,April,207.5
Manipur,2024-05-01,2024,May,208.0
Manipur,2024-06-01,2024,June,209.8
Manipur,2024-07-01,2024,July,210.7
Manipur,2024-08-01,2024,August,213.7
Manipur,2024-09-01,2024,September,217.9
Manipur,2024-10-01,2024,October,221.9
Manipur,2024-11-01,2024,November,225.2
Manipur,2024-12-01,2024,December,224.7
Manipur,2025-01-01,2025,January,220.3
Manipur,2025-02-01,2025,February,216.7
Manipur,2025-03-01,2025,March,215.0
Manipur,2025-04-01,2025,April,214.7
Manipur,2025-05-01,2025,May,214.3
Manipur,2025-06-01,2025,June,213.7
Manipur,2025-07-01,2025,July,214.1
Manipur,2025-08-01,2025,August,214.7
Manipur,2025-09-01,2025,September,215.7
Manipur,2025-10-01,2025,October,216.7
Manipur,2025-11-01,2025,November,215.7
Manipur,2025-12-01,2025,December,215.2
Meghalaya,2011-01-01,2011,January,82.3
Meghalaya,2011-02-01,2011,February,81.5
Meghalaya,2011-03-01,2011,March,84.4
Meghalaya,2011-04-01,2011,April,84.6
Meghalaya,2011-05-01,2011,May,84.8
Meghalaya,2011-06-01,2011,June,85.5
Meghalaya,2011-07-01,2011,July,87.1
Meghalaya,2011-08-01,2011,August,88.7
Meghalaya,2011-09-01,2011,September,90.5
Meghalaya,2011-10-01,2011,October,93.2
Meghalaya,2011-11-01,2011,November,93.3
Meghalaya,2011-12-01,2011,December,96.5
Meghalaya,2012-01-01,2012,January,98.6
Meghalaya,2012-02-01,2012,February,97.9
Meghalaya,2012-03-01,2012,March,99.9
Meghalaya,2012-04-01,2012,April,101.4
Meghalaya,2012-05-01,2012,May,100.5
Meghalaya,2012-06-01,2012,June,99.1
Meghalaya,2012-07-01,2012,July,99.4
Meghalaya,2012-08-01,2012,August,99.7
Meghalaya,2012-09-01,2012,September,100.2
Meghalaya,2012-10-01,2012,October,100.9
Meghalaya,2012-11-01,2012,November,101.2
Meghalaya,2012-12-01,2012,December,103.0
Meghalaya,2013-01-01,2013,January,103.3
Meghalaya,2013-02-01,2013,February,103.5
Meghalaya,2013-03-01,2013,March,103.8
Meghalaya,2013-04-01,2013,April,103.8
Meghalaya,2013-05-01,2013,May,104.6
Meghalaya,2013-06-01,2013,June,105.5
Meghalaya,2013-07-01,2013,July,106.4
Meghalaya,2013-08-01,2013,August,106.8
Meghalaya,2013-09-01,2013,September,108.4
Meghalaya,2013-10-01,2013,October,109.6
Meghalaya,2013-11-01,2013,November,111.2
Meghalaya,2013-12-01,2013,December,112.1
Meghalaya,2014-01-01,2014,January,112.1
Meghalaya,2014-02-01,2014,February,111.9
Meghalaya,2014-03-01,2014,March,114.2
Meghalaya,2014-04-01,2014,April,114.9
Meghalaya,2014-05-01,2014,May,116.5
Meghalaya,2014-06-01,2014,June,118.9
Meghalaya,2014-07-01,2014,July,121.1
Meghalaya,2014-08-01,2014,August,122.6
Meghalaya,2014-09-01,2014,September,123.6
Meghalaya,2014-10-01,2014,October,125.2
Meghalaya,2014-11-01,2014,November,125.1
Meghalaya,2014-12-01,2014,December,124.2
Meghalaya,2015-01-01,2015,January,125.1
Meghalaya,2015-02-01,2015,February,125.2
Meghalaya,2015-03-01,2015,March,125.4
Meghalaya,2015-04-01,2015,April,125.6
Meghalaya,2015-05-01,2015,May,125.8
Meghalaya,2015-06-01,2015,June,127.2
Meghalaya,2015-07-01,2015,July,128.8
Meghalaya,2015-08-01,2015,August,131.2
Meghalaya,2015-09-01,2015,September,133.7
Meghalaya,2015-10-01,2015,October,134.8
Meghalaya,2015-11-01,2015,November,134.1
Meghalaya,2015-12-01,2015,December,133.8
Meghalaya,2016-01-01,2016,January,134.2
Meghalaya,2016-02-01,2016,February,134.0
Meghalaya,2016-03-01,2016,March,134.4
Meghalaya,2016-04-01,2016,April,135.1
Meghalaya,2016-05-01,2016,May,134.1
Meghalaya,2016-06-01,2016,June,132.1
Meghalaya,2016-07-01,2016,July,131.1
Meghalaya,2016-08-01,2016,August,131.8
Meghalaya,2016-09-01,2016,September,131.8
Meghalaya,2016-10-01,2016,October,132.1
Meghalaya,2016-11-01,2016,November,131.6
Meghalaya,2016-12-01,2016,December,131.7
Meghalaya,2017-01-01,2017,January,132.0
Meghalaya,2017-02-01,2017,February,131.9
Meghalaya,2017-03-01,2017,March,131.3
Meghalaya,2017-04-01,2017,April,131.8
Meghalaya,2017-05-01,2017,May,131.7
Meghalaya,2017-06-01,2017,June,131.4
Meghalaya,2017-07-01,2017,July,131.9
Meghalaya,2017-08-01,2017,August,132.9
Meghalaya,2017-09-01,2017,September,134.5
Meghalaya,2017-10-01,2017,October,134.8
Meghalaya,2017-11-01,2017,November,136.3
Meghalaya,2017-12-01,2017,December,136.6
Meghalaya,2018-01-01,2018,January,136.8
Meghalaya,2018-02-01,2018,February,136.3
Meghalaya,2018-03-01,2018,March,136.0
Meghalaya,2018-04-01,2018,April,135.7
Meghalaya,2018-05-01,2018,May,136.1
Meghalaya,2018-06-01,2018,June,137.1
Meghalaya,2018-07-01,2018,July,138.2
Meghalaya,2018-08-01,2018,August,139.2
Meghalaya,2018-09-01,2018,September,139.1
Meghalaya,2018-10-01,2018,October,138.1
Meghalaya,2018-11-01,2018,November,137.0
Meghalaya,2018-12-01,2018,December,137.1
Meghalaya,2019-01-01,2019,January,136.6
Meghalaya,2019-02-01,2019,February,136.6
Meghalaya,2019-03-01,2019,March,136.1
Meghalaya,2019-04-01,2019,April,136.1
Meghalaya,2019-05-01,2019,May,137.4
Meghalaya,2019-06-01,2019,June,138.0
Meghalaya,2019-07-01,2019,July,140.0
Meghalaya,2019-08-01,2019,August,141.3
Meghalaya,2019-09-01,2019,September,141.2
Meghalaya,2019-10-01,2019,October,141.1
